vars,mse_out,mse_val,gp_nll,mse,recon_term,pen_term,loss,vs,vs_2
[0.8422091  0.15779094],0.031347889453172684,0.004775721114128828,-0.0011922585933158796,0.004279352967254626,-2.037465889426767,-7.538223122733232e-07,-2.038658901842395,[0.8422463  0.15775369],0.15775369
[0.8422463  0.15775369],0.031296487897634506,0.004733745474368334,-0.0012221308425068855,0.0042494439097138705,-2.044943167480343,-8.481304250556012e-07,-2.0461661464532748,[0.8422853 0.1577147],0.1577147
[0.8422853 0.1577147],0.03168337047100067,0.004686429165303707,-0.0011726039617011945,0.0041842813629583845,-2.061233785800875,-7.3465851917834e-07,-2.0624071244210955,[0.84231925 0.1576807 ],0.1576807
[0.84231925 0.1576807 ],0.031135542318224907,0.00462260190397501,-0.001238455530256033,0.004131739363921834,-2.0743693378373536,-8.140276858234931e-07,-2.0756086073952953,[0.8423577  0.15764235],0.15764235
[0.8423577  0.15764235],0.0315973162651062,0.004605522844940424,-0.0012069901761909325,0.004109973752449316,-2.079810707620899,-7.797752928592572e-07,-2.081018477572383,[0.84239566 0.1576044 ],0.1576044
[0.84239566 0.1576044 ],0.03121298737823963,0.004625611938536167,-0.0012229099714507659,0.004130609745724125,-2.0746516924979397,-7.502958937604984e-07,-2.0758753527652845,[0.8424354  0.15756455],0.15756455
[0.8424354  0.15756455],0.031490813940763474,0.00464859651401639,-0.0012305201186488073,0.00416174381894311,-2.0668681873530614,-8.016600721363302e-07,-2.068099509131782,[0.84247774 0.15752232],0.15752232
[0.84247774 0.15752232],0.03130525350570679,0.004675466567277908,-0.0012370942470928032,0.00418247926051824,-2.061684352042387,-7.421070423609306e-07,-2.0629221883965223,[0.8425233  0.15747674],0.15747674
[0.8425233  0.15747674],0.03156399354338646,0.004667334258556366,-0.001219594773525993,0.0041787935403534895,-2.0626057651444825,-7.656585774294147e-07,-2.0638261255765857,[0.8425689  0.15743114],0.15743114
[0.8425689  0.15743114],0.03126072511076927,0.0046511488035321236,-0.001252435070152084,0.004160791766495591,-2.0671062153892166,-7.486456438400994e-07,-2.068359399105012,[0.8426193  0.15738066],0.15738066
[0.8426193  0.15738066],0.031474195420742035,0.00463370606303215,-0.00122995402974387,0.004142106421130027,-2.0717775429663514,-7.412520482121425e-07,-2.0730082382481436,[0.8426706 0.1573294],0.1573294
[0.8426706 0.1573294],0.031422168016433716,0.004636640660464764,-0.00124498192841808,0.004147161062202014,-2.0705138672963788,-7.457356388883974e-07,-2.0717595949604357,[0.8427247  0.15727527],0.15727527
[0.8427247  0.15727527],0.031266599893569946,0.004670078866183758,-0.0012612047139555216,0.00418180649312292,-2.0618525123398945,-7.300603585045652e-07,-2.0631144471142084,[0.84278363 0.15721639],0.15721639
[0.84278363 0.15721639],0.03168000653386116,0.004710213281214237,-0.0012353257431338231,0.004222446881165303,-2.051692422198165,-7.452496482312806e-07,-2.052928493190947,[0.8428428  0.15715718],0.15715718
[0.8428428  0.15715718],0.031170811504125595,0.004745077341794968,-0.0012722271494567394,0.004259920920772167,-2.0423239162567364,-7.123846478160468e-07,-2.043596855790841,[0.8429076  0.15709236],0.15709236
[0.8429076  0.15709236],0.031697049736976624,0.004745677579194307,-0.0012301184081782897,0.004260320958008194,-2.0422239274002276,-7.285386577127645e-07,-2.043454774347064,[0.84297115 0.15702888],0.15702888
[0.84297115 0.15702888],0.031194591894745827,0.004738714080303907,-0.0012780608764539163,0.0042538211662649745,-2.043848871075256,-7.179544742554791e-07,-2.045127649906184,[0.84304017 0.15695983],0.15695983
[0.84304017 0.15695983],0.0316469632089138,0.004721047822386026,-0.0012274081042657297,0.004231100599546344,-2.0495289799592618,-6.984939775598212e-07,-2.050757086557505,[0.84310687 0.1568932 ],0.1568932
[0.84310687 0.1568932 ],0.03116733953356743,0.004708402790129185,-0.0012813715729862452,0.0042247270381284225,-2.051122393208674,-7.352669777175519e-07,-2.0524045000486377,[0.8431787  0.15682133],0.15682133
[0.8431787  0.15682133],0.0317380428314209,0.004719710908830166,-0.0012366365020473797,0.004224841730455332,-2.0510936942194213,-6.893282437323788e-07,-2.0523310200497127,[0.84324896 0.15675102],0.15675102
[0.84324896 0.15675102],0.03115806356072426,0.004741683602333069,-0.001252687769010663,0.0042587911003224,-2.0426063843325717,-7.24639181543933e-07,-2.043859796740764,[0.84331954 0.15668052],0.15668052
[0.84331954 0.15668052],0.03189859539270401,0.0048034111969172955,-0.0012476742267608643,0.004308789556281642,-2.0301067506145176,-7.012865594093725e-07,-2.031355126127838,[0.84338987 0.15661009],0.15661009
[0.84338987 0.15661009],0.03115927241742611,0.004884472582489252,-0.0012108366160343091,0.004400367394952641,-2.007212319319843,-7.122350641535733e-07,-2.0084238681709414,[0.843454   0.15654598],0.15654598
[0.843454   0.15654598],0.032258715480566025,0.004951403941959143,-0.001209856787075599,0.0044539386123388,-1.9938194912000184,-6.931638963221334e-07,-1.9950300411509903,[0.84351313 0.15648694],0.15648694
[0.84351313 0.15648694],0.031099164858460426,0.004962582141160965,-0.0012351855014761288,0.004478609850081194,-1.987651690825311,-7.848207523386336e-07,-1.9888876611475395,[0.8435701  0.15642992],0.15642992
[0.8435701  0.15642992],0.032407380640506744,0.004934743046760559,-0.001113321864977479,0.004427734450384157,-2.000370542413816,-6.764800674349431e-07,-2.001484540758861,[0.84360844 0.15639149],0.15639149
[0.84360844 0.15639149],0.031012756749987602,0.004893297329545021,-0.0012468936232229073,0.0044083313972158545,-2.0052213037642725,-8.669639657639608e-07,-2.0064690643514616,[0.8436487  0.15635127],0.15635127
[0.8436487  0.15635127],0.03195222467184067,0.004911767318844795,-0.001122257982691129,0.004412464258157973,-2.0041880602673876,-7.744667810831721e-07,-2.00531109271686,[0.8436726  0.15632738],0.15632738
[0.8436726  0.15632738],0.03154931962490082,0.005010121967643499,-0.0011124130493650834,0.0045149465627976025,-1.9785675070524955,-7.422965638450399e-07,-1.9796806623984244,[0.84368074 0.1563192 ],0.1563192
[0.84368074 0.1563192 ],0.031164435669779778,0.005173474084585905,-0.0013308414878944557,0.004705769103309361,-1.930861872502419,-1.0835541674274117e-06,-1.932193797544481,[0.8437051  0.15629488],0.15629488
[0.8437051  0.15629488],0.032102640718221664,0.005118646193295717,-0.0010013248150547345,0.004611843027706108,-1.954343387481469,-6.413794178248109e-07,-1.9553453536759415,[0.8436975  0.15630256],0.15630256
[0.8436975  0.15630256],0.03107244335114956,0.004896735306829214,-0.0012025299947708845,0.00440858870228481,-2.0051569923866372,-8.652432586904085e-07,-2.006360387624667,[0.8436894  0.15631062],0.15631062
[0.8436894  0.15631062],0.031289856880903244,0.004816181492060423,-0.001314172986894846,0.004341918570610706,-2.021824502402525,-1.0003902441813866e-06,-2.023139675779664,[0.8436972  0.15630282],0.15630282
[0.8436972  0.15630282],0.031676243990659714,0.004876499995589256,-0.0009274740392963091,0.004365267846521446,-2.01598720392742,-5.971227632530021e-07,-2.016915275089479,[0.84366316 0.1563368 ],0.1563368
[0.84366316 0.1563368 ],0.03136337175965309,0.004703175276517868,-0.0009855673027535279,0.004208191451082061,-2.055256280435525,-6.410115187531535e-07,-2.056242488749797,[0.8436005  0.15639953],0.15639953
[0.8436005  0.15639953],0.03133751451969147,0.00475885346531868,-0.0012614276881019275,0.004282771803307682,-2.03661120985755,-9.334586691753597e-07,-2.037873571004321,[0.84355164 0.15644835],0.15644835
[0.84355164 0.15644835],0.031048692762851715,0.004788598977029324,-0.0011577835927406948,0.00430473108172047,-2.031121396969121,-8.01294402831544e-07,-2.0322799818562642,[0.8435002  0.15649976],0.15649976
[0.8435002  0.15649976],0.03205962851643562,0.004956594202667475,-0.0010263169339547555,0.004460548826001176,-1.9921669511292077,-6.838019611152918e-07,-1.9931939518651236,[0.8434284  0.15657164],0.15657164
[0.8434284  0.15657164],0.0316951684653759,0.005105072632431984,-0.0009929230436682701,0.004611024049408312,-1.9545481562491163,-6.90374784331246e-07,-1.9555417696675688,[0.84333247 0.15666755],0.15666755
[0.84333247 0.15666755],0.03173054754734039,0.0051757520996034145,-0.0011627931768695514,0.004703021237497618,-1.9315488414902469,-8.2519698122267e-07,-1.9327124598640977,[0.8432406  0.15675943],0.15675943
[0.8432406  0.15675943],0.03125772997736931,0.005144485272467136,-0.0010792370109508436,0.004654517638060768,-1.9436747404017645,-7.98821564096202e-07,-1.9447547762342794,[0.8431397  0.15686025],0.15686025
[0.8431397  0.15686025],0.03169333189725876,0.004910162650048733,-0.0010280022397637367,0.004410347245410164,-2.0047173307748225,-7.796202583420327e-07,-2.0057461126348444,[0.84302413 0.15697585],0.15697585
[0.84302413 0.15697585],0.03161526098847389,0.004794655367732048,-0.0010517655561367671,0.004287217083967828,-2.035499884399288,-7.591730553589761e-07,-2.0365524091284803,[0.84289914 0.15710083],0.15710083
[0.84289914 0.15710083],0.031215474009513855,0.004841518588364124,-0.0010654272822042306,0.004347597937472358,-2.020404673658211,-8.195584331472495e-07,-2.0214709204988486,[0.8427675  0.15723258],0.15723258
[0.8427675  0.15723258],0.03204388543963432,0.004886707291007042,-0.0011132305177549522,0.004385495159655593,-2.0109303710132735,-8.345845713281466e-07,-2.0120444361155996,[0.8426378  0.15736224],0.15736224
[0.8426378  0.15736224],0.031071141362190247,0.004803560674190521,-0.0011237524449825287,0.004318543510451805,-2.0276682616019817,-8.665587708258046e-07,-2.028792880605735,[0.842511   0.15748905],0.15748905
[0.842511   0.15748905],0.03157718852162361,0.00468395696952939,-0.0010909853347887595,0.004179734825286649,-2.062370437377488,-8.264388677868401e-07,-2.063462249151145,[0.8423827  0.15761724],0.15761724
[0.8423827  0.15761724],0.03163018822669983,0.004688397981226444,-0.001118574058637023,0.004182735621744253,-2.061620234950005,-8.38736796027574e-07,-2.062739647745438,[0.8422578  0.15774222],0.15774222
[0.8422578  0.15774222],0.031039776280522346,0.004769510123878717,-0.0011589239196230967,0.004282017173910091,-2.0367998756321906,-9.031848128168841e-07,-2.0379597027366265,[0.8421414  0.15785867],0.15785867
[0.8421414  0.15785867],0.031893290579319,0.004781585652381182,-0.0011622322102387745,0.004275898178490391,-2.038329575153023,-8.436569197068407e-07,-2.039492651020182,[0.8420341  0.15796591],0.15796591
[0.8420341  0.15796591],0.031252045184373856,0.004693366587162018,-0.0011911306840678055,0.004198868582728239,-2.0575870081951844,-9.370083320026202e-07,-2.058779075887584,[0.8419389 0.1580611],0.1580611
[0.8419389 0.1580611],0.03164425864815712,0.0046358127146959305,-0.0011443103818843763,0.004131120326230545,-2.074524071741745,-8.30079886864483e-07,-2.075669212203516,[0.8418484  0.15815164],0.15815164
[0.8418484  0.15815164],0.03150235489010811,0.0046201241202652454,-0.0011846928391605616,0.004118992025350463,-2.077556146584228,-8.611921675445406e-07,-2.0787417006155557,[0.8417682  0.15823184],0.15823184
[0.8417682  0.15823184],0.03147073835134506,0.004637088160961866,-0.0012063841180255015,0.004145451417845803,-2.070941278088796,-9.19890110528724e-07,-2.072148582096932,[0.8417004  0.15829965],0.15829965
[0.8417004  0.15829965],0.03159649297595024,0.004657273180782795,-0.0012075443131228287,0.004159377847394626,-2.0674597100116845,-8.243514965604964e-07,-2.068668078676304,[0.8416445  0.15835543],0.15835543
[0.8416445  0.15835543],0.031416140496730804,0.004659378435462713,-0.0012325341037164133,0.0041673274724257905,-2.065472292185076,-8.931789621800467e-07,-2.0667057194677545,[0.8416029  0.15839712],0.15839712
[0.8416029  0.15839712],0.031711358577013016,0.00464998371899128,-0.0011979852182169755,0.004149946899393104,-2.0698174069314854,-7.975874564392763e-07,-2.071016189737159,[0.8415693  0.15843065],0.15843065
[0.8415693  0.15843065],0.031308043748140335,0.004612029064446688,-0.0012521283545841773,0.004120172453117716,-2.0772610312287294,-8.487861890759585e-07,-2.0785140083695026,[0.8415509  0.15844908],0.15844908
[0.8415509  0.15844908],0.031632475554943085,0.004611670505255461,-0.0012412202389289935,0.004114760875686494,-2.0786139321549104,-8.370052789464161e-07,-2.0798559893991184,[0.84154457 0.15845545],0.15845545
[0.84154457 0.15845545],0.031212156638503075,0.004638620652258396,-0.0012521686342855294,0.004146350330009579,-2.0707165580994085,-8.045994837698792e-07,-2.071969531333178,[0.8415508 0.1584492],0.1584492
[0.8415508 0.1584492],0.03164602816104889,0.004668401088565588,-0.0012504242671032746,0.004174954950378008,-2.0635653972132615,-8.329222407410496e-07,-2.064816654402606,[0.84156793 0.15843202],0.15843202
[0.84156793 0.15843202],0.031228261068463326,0.004670179449021816,-0.0012581406626850367,0.0041792970227757555,-2.0624799146524007,-7.797345616986554e-07,-2.0637388350496475,[0.8415961  0.15840384],0.15840384
[0.8415961  0.15840384],0.0316644161939621,0.004645370412617922,-0.0012620533040414255,0.004153043586441006,-2.0690432472584046,-8.138877482599453e-07,-2.070306114450194,[0.84163463 0.15836531],0.15836531
[0.84163463 0.15836531],0.031044116243720055,0.0046423193998634815,-0.0012982247862964869,0.004154050713087188,-2.0687914811837516,-8.095716978881977e-07,-2.0700905155417457,[0.8416877  0.15831228],0.15831228
[0.8416877  0.15831228],0.03180873021483421,0.004688143730163574,-0.0012289187870919704,0.004191056781880859,-2.059539957648103,-7.464675314714753e-07,-2.0607696229027264,[0.8417436  0.15825638],0.15825638
[0.8417436  0.15825638],0.031069915741682053,0.004759616684168577,-0.0013094938670595486,0.004276076437676213,-2.038285047339801,-8.256477353086856e-07,-2.0395953668545963,[0.84181345 0.15818657],0.15818657
[0.84181345 0.15818657],0.03213612362742424,0.004856979474425316,-0.0012263082123051088,0.004357240190719868,-2.017994109452572,-7.367018894836569e-07,-2.0192211543667664,[0.8418839  0.15811612],0.15811612
[0.8418839  0.15811612],0.030944010242819786,0.004978650715202093,-0.0013292236253619194,0.004504087114284795,-1.9812823801523893,-8.59105447166525e-07,-1.9826124628831985,[0.8419691 0.1580309],0.1580309
[0.8419691 0.1580309],0.03236076235771179,0.005058959126472473,-0.0011986013657102983,0.004558470570159674,-1.9676865002731745,-7.355751722711937e-07,-1.9688858372140572,[0.84204906 0.15795091],0.15795091
[0.84204906 0.15795091],0.031061368063092232,0.005086365155875683,-0.0012783066680034,0.004603737982562064,-1.9563696653174765,-8.494039645278031e-07,-1.9576488213894443,[0.842135   0.15786493],0.15786493
[0.842135   0.15786493],0.0320720411837101,0.0049652038142085075,-0.001181060525899132,0.004467439499703904,-1.9904442938062008,-7.760812818423848e-07,-1.9916261304133818,[0.8422125  0.15778749],0.15778749
[0.8422125  0.15778749],0.031094461679458618,0.004831315949559212,-0.0012427434946099918,0.004339806739368014,-2.022352461237942,-8.50125994219268e-07,-2.023596054858546,[0.84229094 0.157709  ],0.157709
[0.84229094 0.157709  ],0.03143664449453354,0.0047485362738370895,-0.0012052215946217377,0.004256198359913391,-2.043254555442833,-8.593787860646342e-07,-2.044460636416241,[0.84236443 0.15763555],0.15763555
[0.84236443 0.15763555],0.0316045917570591,0.004761849995702505,-0.0011829119175672531,0.004258318849470402,-2.0427244358003573,-7.743386655399487e-07,-2.0439081220565902,[0.84243053 0.15756947],0.15756947
[0.84243053 0.15756947],0.031066149473190308,0.0047481367364525795,-0.0012450821232050657,0.004253005791906239,-2.044052713782736,-9.011891025733773e-07,-2.0452986970950433,[0.8424982  0.15750182],0.15750182
[0.8424982  0.15750182],0.03189682215452194,0.004692335147410631,-0.0012038614756117265,0.004185973858266236,-2.0608106995812374,-8.189463615533356e-07,-2.0620153800032104,[0.84256166 0.15743837],0.15743837
[0.84256166 0.15743837],0.031009521335363388,0.00462562358006835,-0.0012491443970551093,0.004129502612176701,-2.07492847797666,-8.463877179918011e-07,-2.0761784687614333,[0.8426275  0.15737253],0.15737253
[0.8426275  0.15737253],0.03170527517795563,0.004640503786504269,-0.001206076005473733,0.004138196068271733,-2.0727551350795737,-8.554000166771381e-07,-2.073962066485064,[0.84268904 0.15731099],0.15731099
[0.84268904 0.15731099],0.03135410323739052,0.004697656258940697,-0.0012252386659383774,0.00420016352753728,-2.057263258940924,-7.901621780413875e-07,-2.0584892877690404,[0.8427498  0.15725029],0.15725029
[0.8427498  0.15725029],0.03129056841135025,0.004734257701784372,-0.0012691155231247346,0.004246957270734805,-2.0455648270363396,-8.87545434430732e-07,-2.0468348301048986,[0.8428154  0.15718465],0.15718465
[0.8428154  0.15718465],0.031614501029253006,0.004721003584563732,-0.0012373692200829585,0.004219698036838836,-2.0523796643688117,-8.051209717606677e-07,-2.0536178387098665,[0.8428812  0.15711886],0.15711886
[0.8428812  0.15711886],0.03115753084421158,0.004652444738894701,-0.0012648220484455426,0.00416148525220655,-2.066932836017786,-8.302695691796099e-07,-2.068198488335801,[0.84295046 0.15704949],0.15704949
[0.84295046 0.15704949],0.031438473612070084,0.004618408158421516,-0.001235006454711159,0.00411855724121077,-2.0776648112142224,-7.906721073608855e-07,-2.078900608341041,[0.84301865 0.1569813 ],0.1569813
[0.84301865 0.1569813 ],0.03134351596236229,0.004627398680895567,-0.001274383704488476,0.0041319385205608366,-2.0743195258597185,-7.992188830171578e-07,-2.07559470878309,[0.8430915  0.15690848],0.15690848
[0.8430915  0.15690848],0.03137367591261864,0.00465902965515852,-0.0012708351326485474,0.004171017310827693,-2.0645498366489035,-8.227329548043995e-07,-2.065821494514507,[0.84316754 0.1568325 ],0.1568325
[0.84316754 0.1568325 ],0.031409163028001785,0.0046869907528162,-0.0012793707040448983,0.004191897898111125,-2.059329676899323,-7.580870029995904e-07,-2.0606098056903708,[0.8432479  0.15675215],0.15675215
[0.8432479  0.15675215],0.03145298361778259,0.004665069747716188,-0.0012608899269253016,0.004174367317615892,-2.0637123557626276,-7.983107803031398e-07,-2.064974044000333,[0.84332865 0.15667132],0.15667132
[0.84332865 0.15667132],0.031405698508024216,0.004616482648998499,-0.001281206263229251,0.004120163800582028,-2.0772631831598134,-7.517576962846366e-07,-2.0785451411807387,[0.84341323 0.15658683],0.15658683
[0.84341323 0.15658683],0.03139161318540573,0.004560561850667,-0.001275018323212862,0.004066360029926468,-2.0907141232811064,-7.715062074736253e-07,-2.0919899131105266,[0.84349954 0.1565005 ],0.1565005
[0.84349954 0.1565005 ],0.031457915902137756,0.004540091380476952,-0.0012762479794522126,0.004043427574320195,-2.0964472533012004,-7.593137603968535e-07,-2.097724260594413,[0.8435877  0.15641235],0.15641235
[0.8435877  0.15641235],0.0312948003411293,0.004554090090095997,-0.0012830699949214857,0.00405718402353413,-2.093008125210499,-7.432570739574836e-07,-2.0942919384624945,[0.8436782  0.15632176],0.15632176
[0.8436782  0.15632176],0.03158924728631973,0.004579353611916304,-0.0012784152446935575,0.0040839695041342385,-2.08631177130998,-7.651222501907906e-07,-2.0875909516769235,[0.84376985 0.15623009],0.15623009
[0.84376985 0.15623009],0.031307559460401535,0.004596223589032888,-0.001296139011780421,0.004100018451539288,-2.0822995155279242,-7.361836279888087e-07,-2.0835963907233324,[0.84386516 0.15613481],0.15613481
[0.84386516 0.15613481],0.031569626182317734,0.004588323179632425,-0.001275186970209082,0.004094498892697087,-2.083679424076811,-7.505520093966085e-07,-2.0849553615990297,[0.84396017 0.15603988],0.15603988
[0.84396017 0.15603988],0.031318675726652145,0.004573448561131954,-0.0012913238412390153,0.00407714393633228,-2.088018156996434,-7.225133427830194e-07,-2.089310203351016,[0.84405714 0.15594287],0.15594287
[0.84405714 0.15594287],0.03151706978678703,0.0045512025244534016,-0.0012864066908756893,0.004055771951668635,-2.093361198717214,-7.415383104938603e-07,-2.0946483469464,[0.84415483 0.15584512],0.15584512
[0.84415483 0.15584512],0.03127557784318924,0.00453994981944561,-0.0012953589515139659,0.004044675068870079,-2.0961353771442464,-7.280037238726931e-07,-2.0974314640994844,[0.8442544  0.15574561],0.15574561
[0.8442544  0.15574561],0.03163337707519531,0.0045550609938800335,-0.0012829545885324478,0.00405574384633733,-2.0933681870690304,-7.112600590281032e-07,-2.0946518529176217,[0.84435356 0.15564643],0.15564643
[0.84435356 0.15564643],0.03114849515259266,0.004587281495332718,-0.0013016150332987309,0.004098144012205726,-2.08276812958742,-7.335955898047282e-07,-2.0840704782163084,[0.84445465 0.15554537],0.15554537
[0.84445465 0.15554537],0.03198087587952614,0.004680068697780371,-0.0012841793553282816,0.004178985645137379,-2.0625577046927894,-7.010095783000616e-07,-2.0638425850576962,[0.844555   0.15544495],0.15544495
[0.844555   0.15544495],0.03097640536725521,0.004823640920221806,-0.0013025480632980664,0.004342870992890558,-2.0215864132207577,-7.342665570589084e-07,-2.022889695550613,[0.84465665 0.15534335],0.15534335
[0.84465665 0.15534335],0.032854113727808,0.005097080487757921,-0.0012441447470337152,0.0045909611305998185,-1.9595638874767978,-6.797825739013319e-07,-1.9608087120064055,[0.8447514 0.1552486],0.1552486
[0.8447514 0.1552486],0.031019022688269615,0.005451285745948553,-0.0013094862612585227,0.004980344410057275,-1.8622180520563607,-7.906822336015338e-07,-1.863528328999853,[0.84484816 0.15515186],0.15515186
[0.84484816 0.15515186],0.033663637936115265,0.005688405130058527,-0.001145163628583153,0.005175899040057963,-1.8133294165689176,-6.698498143782599e-07,-1.814475250047315,[0.84492344 0.15507649],0.15507649
[0.84492344 0.15507649],0.03104206919670105,0.0055885338224470615,-0.001279125843817989,0.00511069777647983,-1.8296297225242069,-9.560684079019074e-07,-1.830909804436433,[0.8449981  0.15500192],0.15500192
[0.8449981  0.15500192],0.032212719321250916,0.005345575045794249,-0.0011125529805819194,0.004850785300952326,-1.8946078299489846,-7.902608695029171e-07,-1.895721173190436,[0.84504753 0.15495245],0.15495245
[0.84504753 0.15495245],0.032158054411411285,0.005467740353196859,-0.0010749862218896549,0.004970597979663693,-1.8646546692241677,-8.388749418771538e-07,-1.8657304943209994,[0.84506935 0.15493065],0.15493065
[0.84506935 0.15493065],0.03102140873670578,0.005656408611685038,-0.0013477223304410775,0.0051822785630960865,-1.8117345239901619,-1.2231836191883204e-06,-1.8130834695042222,[0.84510505 0.15489498],0.15489498
[0.84510505 0.15489498],0.03240177407860756,0.005069245118647814,-0.001105054436872403,0.004556791227014259,-1.9681063270371606,-9.099961587777694e-07,-1.969212291470192,[0.84511817 0.15488188],0.15488188
[0.84511817 0.15488188],0.03149016574025154,0.004778476431965828,-0.0011208946040521066,0.004264558001875014,-2.041164638830933,-9.158756507633084e-07,-2.0422864493106356,[0.8451134  0.15488665],0.15488665
[0.8451134  0.15488665],0.03108365274965763,0.004991364199668169,-0.0012364905948440235,0.004510049420219172,-1.9797918029753598,-1.1098745424894422e-06,-1.9810294034447464,[0.84510875 0.15489121],0.15489121
[0.84510875 0.15489121],0.03190375119447708,0.005162081215530634,-0.0012510157345483701,0.00467193811638772,-1.9393196293338746,-9.714639885679118e-07,-1.9405716165324116,[0.8451075  0.15489252],0.15489252
[0.8451075  0.15489252],0.03135370835661888,0.0049105011858046055,-0.0012262941648562749,0.0044166425969201254,-2.0031435038459087,-1.0474904141871105e-06,-2.0043708455011795,[0.84510475 0.15489525],0.15489525
[0.84510475 0.15489525],0.03111404925584793,0.004762073513120413,-0.0012189050515492756,0.004264880360837065,-2.041084058775404,-1.0110239607704904e-06,-2.042303974850914,[0.8450997  0.15490037],0.15490037
[0.8450997  0.15490037],0.03193435072898865,0.0048483931459486485,-0.0012532651113967102,0.00435143373251701,-2.019445701370318,-9.301736923493551e-07,-2.020699896655407,[0.845098   0.15490195],0.15490195
[0.845098   0.15490195],0.030896300449967384,0.004849116317927837,-0.0013044949931403,0.004366089637085966,-2.0157817487509564,-1.0638481805237918e-06,-2.0170873075922775,[0.8451063  0.15489365],0.15489365
[0.8451063  0.15489365],0.031660180538892746,0.004796406254172325,-0.0012894112927218278,0.004300974609933199,-2.032060487070646,-1.0333981850445622e-06,-2.0333509317615532,[0.84512186 0.1548781 ],0.1548781
[0.84512186 0.1548781 ],0.03168998286128044,0.00472757825627923,-0.0012306001347800095,0.004233073774482496,-2.04903570252096,-8.812139042975003e-07,-2.0502671838696447,[0.8451351  0.15486495],0.15486495
[0.8451351  0.15486495],0.03093523345887661,0.004690051078796387,-0.0012632593667755525,0.0042020870389988885,-2.056782397020689,-9.446788494863557e-07,-2.0580466010663137,[0.84515065 0.15484937],0.15484937
[0.84515065 0.15484937],0.0318579263985157,0.004753269255161285,-0.0012977211736142635,0.004261069489024665,-2.0420367596931017,-9.739167960821735e-07,-2.043335454783512,[0.8451741  0.15482587],0.15482587
[0.8451741  0.15482587],0.031412865966558456,0.004728450905531645,-0.0013078530319035053,0.004244726960236186,-2.0461224099349584,-9.639558060128546e-07,-2.0474312269226678,[0.8452055  0.15479445],0.15479445
[0.8452055  0.15479445],0.0313028022646904,0.004654436372220516,-0.001260020537301898,0.004157432209557808,-2.0679460779957335,-8.489875899528604e-07,-2.0692069475206254,[0.84523726 0.15476274],0.15476274
[0.84523726 0.15476274],0.03190110623836517,0.004638902377337217,-0.001241030404344201,0.004131659738249468,-2.0743892170650637,-9.042128409191483e-07,-2.075631151682249,[0.84526634 0.15473366],0.15473366
[0.84526634 0.15473366],0.031037410721182823,0.004654007963836193,-0.0013247324774662654,0.004161569905287231,-2.0669116796357434,-9.135273025247014e-07,-2.068237325640512,[0.84530514 0.15469481],0.15469481
[0.84530514 0.15469481],0.03169325739145279,0.004695991054177284,-0.0012913304381072521,0.00419964396703946,-2.0573931657540636,-8.586661758038192e-07,-2.058685354858347,[0.8453482  0.15465187],0.15465187
[0.8453482  0.15465187],0.03147248923778534,0.004651717841625214,-0.0012617474421858788,0.0041526210337353335,-2.069148921670687,-8.874686747708605e-07,-2.070411556581548,[0.84539    0.15461002],0.15461002
[0.84539    0.15461002],0.03154270350933075,0.004584292881190777,-0.0012678078686197598,0.004079671749978055,-2.087386212156625,-8.25326716127323e-07,-2.0886548453519613,[0.845432   0.15456803],0.15456803
[0.845432   0.15456803],0.03143194317817688,0.00457866583019495,-0.0013066718044380348,0.004088231301726823,-2.085246319854641,-8.725931722377766e-07,-2.0865538642522514,[0.8454796 0.1545204],0.1545204
[0.8454796 0.1545204],0.03128412738442421,0.0046180738136172295,-0.0013000321729729574,0.004119124953108219,-2.0775229099987707,-8.727599577651402e-07,-2.078823814931701,[0.8455312  0.15446877],0.15446877
[0.8455312  0.15446877],0.03186948224902153,0.004649376962333918,-0.0012686077194909255,0.004146858340951748,-2.0705895862756862,-8.284146617893365e-07,-2.0718590224098388,[0.8455819  0.15441808],0.15441808
[0.8455819  0.15441808],0.03109179064631462,0.004657804500311613,-0.0012889412076522906,0.004164411252000463,-2.066201318506125,-8.075840235523766e-07,-2.067491067297801,[0.8456342  0.15436578],0.15436578
[0.8456342  0.15436578],0.031883906573057175,0.004632503259927034,-0.0013098449756701787,0.004133883018081288,-2.073833351174703,-8.926202098305906e-07,-2.075144088770583,[0.8456912  0.15430878],0.15430878
[0.8456912  0.15430878],0.03124438226222992,0.004649429582059383,-0.0012792674824595451,0.004150652928584118,-2.069640914064898,-8.002962961174089e-07,-2.0709209818436536,[0.8457477 0.1542523],0.1542523
[0.8457477 0.1542523],0.03148099035024643,0.004660560749471188,-0.0013151496338347595,0.004175564318494687,-2.063413071657041,-8.689723026531464e-07,-2.064729090263178,[0.8458087  0.15419129],0.15419129
[0.8458087  0.15419129],0.03162425756454468,0.004707575310021639,-0.0012770386723180611,0.004204478550166846,-2.0561845053561343,-7.903857957012244e-07,-2.057462334414248,[0.8458683  0.15413174],0.15413174
[0.8458683  0.15413174],0.03127264231443405,0.004765676334500313,-0.0013262676075100899,0.004282407558907397,-2.0367022694821446,-8.751863922843801e-07,-2.038029412276047,[0.8459332  0.15406674],0.15406674
[0.8459332  0.15406674],0.0316433422267437,0.004823911003768444,-0.0012997967811922233,0.004330049764900442,-2.0247917145706382,-7.921569468120952e-07,-2.026092303508777,[0.84599936 0.15400063],0.15400063
